2024-07-29 03:15:43 | INFO | gradio_retrieval | Retrieval. ip: 
2024-07-29 03:17:02 | INFO | gradio_retrieval | bothbadvote (named). ip: 
2024-07-29 03:20:05 | INFO | gradio_retrieval | Retrieval. ip: 
2024-07-29 03:20:53 | INFO | gradio_retrieval | tievote (named). ip: 
2024-07-29 03:30:10 | INFO | gradio_retrieval | Retrieval. ip: 
2024-07-29 03:30:36 | INFO | gradio_retrieval | leftvote (named). ip: 
2024-07-29 03:30:41 | INFO | gradio_retrieval | Retrieval. ip: 
2024-07-29 03:31:02 | INFO | gradio_retrieval | bothbadvote (named). ip: 
2024-07-29 03:31:12 | INFO | gradio_retrieval | Retrieval. ip: 
2024-07-29 03:31:38 | INFO | gradio_retrieval | rightvote (named). ip: 
2024-07-29 03:31:56 | INFO | gradio_retrieval | Retrieval. ip: 
2024-07-29 03:32:36 | INFO | gradio_retrieval | leftvote (named). ip: 
2024-07-29 03:32:49 | INFO | gradio_retrieval | Retrieval. ip: 
2024-07-29 03:34:33 | INFO | gradio_retrieval | tievote (named). ip: 
2024-07-29 03:34:41 | INFO | gradio_retrieval | Retrieval. ip: 
2024-07-29 03:35:12 | INFO | gradio_retrieval | bothbadvote (named). ip: 
2024-07-29 03:35:19 | INFO | gradio_retrieval | Retrieval. ip: 
2024-07-29 03:35:22 | INFO | gradio_retrieval | rightvote (named). ip: 
2024-07-29 03:35:28 | INFO | gradio_retrieval | Retrieval. ip: 
2024-07-29 03:35:43 | INFO | gradio_retrieval | leftvote (named). ip: 
2024-07-29 03:35:49 | INFO | gradio_retrieval | Retrieval. ip: 
2024-07-29 03:36:19 | INFO | gradio_retrieval | rightvote (named). ip: 
2024-07-29 03:36:26 | INFO | gradio_retrieval | Retrieval. ip: 
2024-07-29 03:36:46 | INFO | gradio_retrieval | tievote (named). ip: 
2024-07-29 03:36:51 | INFO | gradio_retrieval | Retrieval. ip: 
2024-07-29 03:38:12 | INFO | gradio_retrieval | tievote (named). ip: 
2024-07-29 03:38:17 | INFO | gradio_retrieval | Retrieval. ip: 
2024-07-29 03:38:44 | INFO | gradio_retrieval | Retrieval. ip: 
2024-07-29 03:38:49 | INFO | gradio_retrieval | Retrieval. ip: 
2024-07-29 03:39:09 | INFO | gradio_retrieval | Retrieval. ip: 
2024-07-29 03:39:17 | INFO | gradio_retrieval | rightvote (named). ip: 
2024-07-29 03:39:37 | INFO | gradio_retrieval | Retrieval. ip: 
2024-07-29 03:39:54 | INFO | gradio_retrieval | leftvote (named). ip: 
2024-07-29 03:40:22 | INFO | gradio_retrieval | Retrieval. ip: 
2024-07-29 03:40:26 | INFO | gradio_retrieval | leftvote (named). ip: 
2024-07-29 03:40:52 | INFO | gradio_retrieval | Retrieval. ip: 
2024-07-29 03:41:18 | INFO | gradio_retrieval | bothbadvote (named). ip: 
2024-07-29 03:41:33 | INFO | gradio_retrieval | Retrieval. ip: 
2024-07-29 03:41:41 | INFO | gradio_retrieval | tievote (named). ip: 
2024-07-29 03:41:59 | INFO | gradio_retrieval | Retrieval. ip: 
2024-07-29 03:42:11 | INFO | gradio_retrieval | leftvote (named). ip: 
2024-07-29 03:42:25 | INFO | gradio_retrieval | Retrieval. ip: 
2024-07-29 03:42:39 | INFO | gradio_retrieval | tievote (named). ip: 
2024-07-29 03:45:19 | INFO | gradio_retrieval | Retrieval. ip: 
2024-07-29 03:45:25 | INFO | gradio_retrieval | rightvote (named). ip: 
2024-07-29 03:45:42 | INFO | gradio_retrieval | Retrieval. ip: 
2024-07-29 03:45:47 | INFO | gradio_retrieval | leftvote (named). ip: 
2024-07-29 03:45:59 | INFO | gradio_retrieval | Retrieval. ip: 
2024-07-29 03:46:08 | INFO | gradio_retrieval | leftvote (named). ip: 
2024-07-29 03:46:21 | INFO | gradio_retrieval | Retrieval. ip: 
2024-07-29 03:46:35 | INFO | gradio_retrieval | leftvote (named). ip: 
2024-07-29 03:46:42 | INFO | gradio_retrieval | Retrieval. ip: 
2024-07-29 03:47:11 | INFO | gradio_retrieval | Retrieval. ip: 
2024-07-29 03:48:17 | INFO | gradio_retrieval | rightvote (named). ip: 
2024-07-29 03:48:26 | INFO | gradio_retrieval | Retrieval. ip: 
2024-07-29 03:48:43 | INFO | gradio_retrieval | tievote (named). ip: 
2024-07-29 03:48:57 | INFO | gradio_retrieval | Retrieval. ip: 
2024-07-29 03:49:09 | INFO | gradio_retrieval | leftvote (named). ip: 
2024-07-29 03:49:16 | INFO | gradio_retrieval | Retrieval. ip: 
2024-07-29 03:49:24 | INFO | gradio_retrieval | tievote (named). ip: 
2024-07-29 03:49:32 | INFO | gradio_retrieval | Retrieval. ip: 
2024-07-29 03:50:12 | INFO | gradio_retrieval | tievote (named). ip: 
2024-07-29 03:50:19 | INFO | gradio_retrieval | Retrieval. ip: 
2024-07-29 03:50:26 | INFO | gradio_retrieval | rightvote (named). ip: 
2024-07-29 03:50:33 | INFO | gradio_retrieval | Retrieval. ip: 
2024-07-29 03:50:41 | INFO | gradio_retrieval | tievote (named). ip: 
2024-07-29 03:50:47 | INFO | gradio_retrieval | Retrieval. ip: 
2024-07-29 03:51:04 | INFO | gradio_retrieval | tievote (named). ip: 
2024-07-29 03:51:13 | INFO | gradio_retrieval | Retrieval. ip: 
2024-07-29 03:51:22 | INFO | gradio_retrieval | tievote (named). ip: 
2024-07-29 03:51:29 | INFO | gradio_retrieval | Retrieval. ip: 
2024-07-29 03:51:41 | INFO | gradio_retrieval | rightvote (named). ip: 
2024-07-29 03:51:57 | INFO | gradio_retrieval | Retrieval. ip: 
2024-07-29 03:52:06 | INFO | gradio_retrieval | rightvote (named). ip: 
2024-07-29 04:14:17 | INFO | gradio_retrieval | Retrieval. ip: 
2024-07-29 04:14:23 | INFO | gradio_retrieval | bothbadvote (named). ip: 
2024-07-29 04:14:29 | INFO | gradio_retrieval | Retrieval. ip: 
2024-07-29 04:14:39 | INFO | gradio_retrieval | rightvote (named). ip: 
2024-07-29 04:14:45 | INFO | gradio_retrieval | Retrieval. ip: 
2024-07-29 04:14:53 | INFO | gradio_retrieval | leftvote (named). ip: 
2024-07-29 04:14:57 | INFO | gradio_retrieval | Retrieval. ip: 
2024-07-29 04:15:07 | INFO | gradio_retrieval | leftvote (named). ip: 
2024-07-29 04:15:12 | INFO | gradio_retrieval | Retrieval. ip: 
2024-07-29 04:15:17 | INFO | gradio_retrieval | tievote (named). ip: 
2024-07-29 04:15:27 | INFO | gradio_retrieval | Retrieval. ip: 
2024-07-29 04:15:50 | INFO | gradio_retrieval | leftvote (named). ip: 
2024-07-29 04:15:58 | INFO | gradio_retrieval | Retrieval. ip: 
2024-07-29 04:16:06 | INFO | gradio_retrieval | tievote (named). ip: 
2024-07-29 04:16:10 | INFO | gradio_retrieval | Retrieval. ip: 
2024-07-29 04:16:27 | INFO | gradio_retrieval | bothbadvote (named). ip: 
2024-07-29 04:16:39 | INFO | gradio_retrieval | Retrieval. ip: 
2024-07-29 04:16:44 | INFO | gradio_retrieval | tievote (named). ip: 
2024-07-29 04:16:52 | INFO | gradio_retrieval | Retrieval. ip: 
2024-07-29 04:17:37 | INFO | gradio_retrieval | Retrieval. ip: 
2024-07-29 04:17:49 | INFO | gradio_retrieval | leftvote (named). ip: 
2024-07-29 04:17:57 | INFO | gradio_retrieval | Retrieval. ip: 
2024-07-29 04:18:25 | INFO | gradio_retrieval | Retrieval. ip: 
2024-07-29 04:18:45 | INFO | gradio_retrieval | Retrieval. ip: 
2024-07-29 04:18:56 | INFO | gradio_retrieval | tievote (named). ip: 
2024-07-29 04:19:04 | INFO | gradio_retrieval | Retrieval. ip: 
2024-07-29 04:19:15 | INFO | gradio_retrieval | tievote (named). ip: 
2024-07-29 04:19:22 | INFO | gradio_retrieval | Retrieval. ip: 
2024-07-29 04:19:28 | INFO | gradio_retrieval | leftvote (named). ip: 
2024-07-29 04:19:32 | INFO | gradio_retrieval | Retrieval. ip: 
2024-07-29 04:19:50 | INFO | gradio_retrieval | leftvote (named). ip: 
2024-07-29 04:20:03 | INFO | gradio_retrieval | Retrieval. ip: 
2024-07-29 04:20:44 | INFO | gradio_retrieval | leftvote (named). ip: 
2024-07-29 04:20:49 | INFO | gradio_retrieval | Retrieval. ip: 
2024-07-29 04:21:03 | INFO | gradio_retrieval | leftvote (named). ip: 
2024-07-29 04:21:11 | INFO | gradio_retrieval | Retrieval. ip: 
2024-07-29 04:21:17 | INFO | gradio_retrieval | rightvote (named). ip: 
2024-07-29 04:21:23 | INFO | gradio_retrieval | Retrieval. ip: 
2024-07-29 04:21:32 | INFO | gradio_retrieval | rightvote (named). ip: 
2024-07-29 04:21:37 | INFO | gradio_retrieval | Retrieval. ip: 
2024-07-29 04:21:44 | INFO | gradio_retrieval | tievote (named). ip: 
2024-07-29 04:21:49 | INFO | gradio_retrieval | Retrieval. ip: 
2024-07-29 04:22:43 | INFO | gradio_retrieval | Retrieval. ip: 
2024-07-29 04:22:59 | INFO | gradio_retrieval | Retrieval. ip: 
2024-07-29 04:23:02 | INFO | gradio_retrieval | tievote (named). ip: 
2024-07-29 04:23:11 | INFO | gradio_retrieval | Retrieval. ip: 
2024-07-29 04:23:13 | INFO | gradio_retrieval | leftvote (named). ip: 
2024-07-29 04:23:21 | INFO | gradio_retrieval | Retrieval. ip: 
2024-07-29 04:23:27 | INFO | gradio_retrieval | leftvote (named). ip: 
2024-07-29 04:23:32 | INFO | gradio_retrieval | Retrieval. ip: 
2024-07-29 04:23:35 | INFO | gradio_retrieval | tievote (named). ip: 
2024-07-29 04:23:39 | INFO | gradio_retrieval | Retrieval. ip: 
2024-07-29 04:23:42 | INFO | gradio_retrieval | tievote (named). ip: 
2024-07-29 04:23:46 | INFO | gradio_retrieval | Retrieval. ip: 
2024-07-29 04:23:48 | INFO | gradio_retrieval | tievote (named). ip: 
2024-07-29 04:23:56 | INFO | gradio_retrieval | Retrieval. ip: 
2024-07-29 04:24:25 | INFO | gradio_retrieval | bothbadvote (named). ip: 
2024-07-29 04:24:30 | INFO | gradio_retrieval | Retrieval. ip: 
2024-07-29 04:24:34 | INFO | gradio_retrieval | tievote (named). ip: 
2024-07-29 04:24:38 | INFO | gradio_retrieval | Retrieval. ip: 
2024-07-29 04:24:49 | INFO | gradio_retrieval | rightvote (named). ip: 
2024-07-29 04:24:54 | INFO | gradio_retrieval | Retrieval. ip: 
2024-07-29 04:25:03 | INFO | gradio_retrieval | rightvote (named). ip: 
2024-07-29 04:25:07 | INFO | gradio_retrieval | Retrieval. ip: 
2024-07-29 04:25:10 | INFO | gradio_retrieval | tievote (named). ip: 
2024-07-29 04:25:17 | INFO | gradio_retrieval | Retrieval. ip: 
2024-07-29 04:25:22 | INFO | gradio_retrieval | tievote (named). ip: 
2024-07-29 04:25:26 | INFO | gradio_retrieval | Retrieval. ip: 
2024-07-29 04:25:28 | INFO | gradio_retrieval | tievote (named). ip: 
2024-07-29 04:25:32 | INFO | gradio_retrieval | Retrieval. ip: 
2024-07-29 04:25:47 | INFO | gradio_retrieval | tievote (named). ip: 
2024-07-29 04:26:00 | INFO | gradio_retrieval | Retrieval. ip: 
2024-07-29 04:26:09 | INFO | gradio_retrieval | leftvote (named). ip: 
2024-07-29 04:26:13 | INFO | gradio_retrieval | Retrieval. ip: 
2024-07-29 04:26:24 | INFO | gradio_retrieval | bothbadvote (named). ip: 
2024-07-29 04:26:38 | INFO | gradio_retrieval | Retrieval. ip: 
2024-07-29 04:27:03 | INFO | gradio_retrieval | Retrieval. ip: 
2024-07-29 04:27:11 | INFO | gradio_retrieval | Retrieval. ip: 
2024-07-29 04:27:36 | INFO | gradio_retrieval | Retrieval. ip: 
2024-07-29 04:27:42 | INFO | gradio_retrieval | bothbadvote (named). ip: 
2024-07-29 04:28:14 | INFO | gradio_retrieval | Retrieval. ip: 
2024-07-29 04:28:26 | INFO | gradio_retrieval | bothbadvote (named). ip: 
2024-07-29 04:28:34 | INFO | gradio_retrieval | Retrieval. ip: 
2024-07-29 04:28:38 | INFO | gradio_retrieval | tievote (named). ip: 
2024-07-29 04:28:54 | INFO | gradio_retrieval | Retrieval. ip: 
2024-07-29 04:28:57 | INFO | gradio_retrieval | bothbadvote (named). ip: 
2024-07-29 04:29:00 | INFO | gradio_retrieval | Retrieval. ip: 
